"des_plan","anio_apertura_expediente","abandona","convocatoria_acceso","des_acceso","sexo","municipio","anio_nacimiento_interval","1st_model","scholarship","cum_absent_ratio","cum_pass_ratio","nota_admision_def"
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2013-14","0","JUN","Formación Profesional","H","MEDINA DE LAS TORRES","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.5714285714285714,8.17
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2013-14","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.25,0.375,6.342
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2013-14","1","JUN","Selectividad","D","MÉRIDA","(1990.0, 1995.0]",0,"S",0.3333333333333333,0.1111111111111111,5.411
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2013-14","0","SEP","Selectividad","D","VILLAR DE RENA","(1990.0, 1995.0]",1,"S",0.2857142857142857,0.4285714285714285,8.358
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2013-14","0","JUN","Selectividad","D","CÁCERES","(1990.0, 1995.0]",0,"N",0,0.6666666666666666,10.3
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2013-14","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.3333333333333333,0.3333333333333333,6.332
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2013-14","1","SEP","Selectividad","H","ZALAMEA DE LA SERENA","(1990.0, 1995.0]",1,"S",0.7,0,7.054
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2013-14","0","SEP","Selectividad","H","CAMPANARIO","(1990.0, 1995.0]",1,"N",0.3333333333333333,0.1111111111111111,5.482
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2013-14","1","SEP","Selectividad","D","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"N",0.125,0.25,5.954
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2013-14","0","SEP","Selectividad","H","MALPARTIDA DE CÁCERES","(1990.0, 1995.0]",0,"N",0.4,0,5.024
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","0","JUN","Selectividad","H","MÉRIDA","(1995.0, 2000.0]",0,"N",0.2222222222222222,0.2222222222222222,8.614
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","1","JUN","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",1,"S",0.4,0.2,5.792
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","0","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"S",0.3333333333333333,0.6666666666666666,12.258
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","0","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"N",0.1428571428571428,0.4285714285714285,10.236
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","1","JUN","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"N",0.9166666666666666,0,5.796
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","0","JUN","Formación Profesional","H","VILLAFRANCA DE LOS BARROS","(1985.0, 1990.0]",1,"S",0,0.8,7.92
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","0","JUN","Selectividad","D","VALLE DE MATAMOROS","(1995.0, 2000.0]",0,"S",0.125,0.375,6.626
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","0","JUN","Selectividad","D","VILLAFRANCA DE LOS BARROS","(1995.0, 2000.0]",0,"N",0.1428571428571428,0.5714285714285714,11.892
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","1","JUN","Selectividad","H","LLERENA","(1990.0, 1995.0]",0,"N",1,0,6.542
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","0","JUN","Selectividad","H","HERNÁN CORTÉS","(1995.0, 2000.0]",0,"S",0.2857142857142857,0.5714285714285714,8.582
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","1","JUN","Selectividad","D","CALAMONTE","(1995.0, 2000.0]",1,"S",0.6,0,6.474
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","1","JUN","Formación Profesional","H","MALPARTIDA DE CÁCERES","(1985.0, 1990.0]",1,"S",0.3,0,5.85
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","0","JUN","Selectividad","H","MONTEHERMOSO","(1995.0, 2000.0]",0,"S",0.3333333333333333,0.6666666666666666,12.046
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","1","JUN","Selectividad","H","LA ZARZA","(1995.0, 2000.0]",0,"S",0.4444444444444444,0.2222222222222222,8.582
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","1","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"N",0.3333333333333333,0.6666666666666666,10.196
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","0","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"N",0.125,0.5,10.624
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","1","JUN","Selectividad","H","TRUJILLO","(1990.0, 1995.0]",1,"N",0.7,0,5.622
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","0","EXT","Selectividad","D","VILLAFRANCA DE LOS BARROS","(1990.0, 1995.0]",1,"S",0.4444444444444444,0.3333333333333333,5.968
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","1","EXT","Selectividad","H","CASTAÑAR DE IBOR","(1995.0, 2000.0]",1,"S",0.4,0.1,5.564
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","0","EXT","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.2222222222222222,0.2222222222222222,6.886
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","1","EXT","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0.4444444444444444,0.2222222222222222,5.486
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","1","EXT","Selectividad","H","MÉRIDA","(1995.0, 2000.0]",1,"N",0.6,0,5.242
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","0","JUN","Selectividad","H","MONTIJO","(1990.0, 1995.0]",0,"S",0.3333333333333333,0.5,11.364
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","1","JUN","Selectividad","D","ALMENDRALEJO","(1995.0, 2000.0]",0,"N",0.375,0.375,10.458
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2014-15","1","EXT","Selectividad","H","CÓRDOBA","(1995.0, 2000.0]",1,"N",0.5,0,7.296
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2015-16","1","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"S",0.2857142857142857,0.5714285714285714,8.836
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2015-16","0","JUN","Selectividad","D","AZUAGA","(1995.0, 2000.0]",0,"N",0.4444444444444444,0.2222222222222222,7.14
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2015-16","0","JUN","Formación Profesional","H","CÁCERES","(1990.0, 1995.0]",0,"N",0.1428571428571428,0.1428571428571428,6.62
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2015-16","0","JUN","Selectividad","D","SIERRA DE FUENTES","(1995.0, 2000.0]",0,"S",0.3,0.2,8.9
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2015-16","0","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"N",0.6,0.1,6.214
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2015-16","0","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.2,0.4,5.314
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2015-16","0","JUN","Selectividad","H","QUINTANA DE LA SERENA","(1995.0, 2000.0]",0,"N",0.2857142857142857,0.4285714285714285,9.472
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2015-16","0","JUN","Selectividad","D","ESPARRAGOSA DE LA SERENA","(1995.0, 2000.0]",0,"S",0.2222222222222222,0.4444444444444444,11.244
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2015-16","1","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"S",0.8,0,7.196
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2015-16","0","EXT","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"N",0.4444444444444444,0.1111111111111111,6.822
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2015-16","1","JUN","Selectividad","D","TRUJILLO","(1985.0, 1990.0]",1,"N",0.5,0.5,6.99
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2016-17","0","EXT","Selectividad","H","PLASENCIA","(1995.0, 2000.0]",1,"N",0.6,0.2,6.874
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2016-17","0","JUN","Selectividad","H","CAMINOMORISCO","(1995.0, 2000.0]",0,"N",0.4,0.2,6.36
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2016-17","0","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"S",0.3,0.1,7.39
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2016-17","1","EXT","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"S",0.6666666666666666,0.1111111111111111,7.906
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2016-17","0","EXT","Selectividad","H","DON BENITO","(1995.0, 2000.0]",0,"S",0,0.3,7.996
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2016-17","1","JUN","Formación Profesional","D","CHIPIONA","(1985.0, 1990.0]",1,"N",0.75,0,5.6
"GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES","2016-17","1","JUN","Formación Profesional","H","PLASENCIA","(1990.0, 1995.0]",1,"N",1,0,5.38
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","1","JUN","Selectividad","H","CORIA","(1985.0, 1990.0]",1,"S",0.1,0.2,5.21
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","0","JUN","Selectividad","H","HUELVA","(1985.0, 1990.0]",0,"S",0.25,0.375,5.52
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","1","JUN","Selectividad","D","CORIA","(1990.0, 1995.0]",1,"N",0.4444444444444444,0.1111111111111111,5.99
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","1","JUN","Selectividad","H","CORIA","(1990.0, 1995.0]",1,"S",0.2857142857142857,0.4285714285714285,8.12
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","0","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.25,0.25,5.43
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","0","JUN","Selectividad","H","ALBURQUERQUE","(1990.0, 1995.0]",1,"N",0.3333333333333333,0.6666666666666666,5.81
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","1","JUN","Formación Profesional","H","CORIA","(1985.0, 1990.0]",1,"S",0.4285714285714285,0.4285714285714285,5.89
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","0","JUN","Selectividad","H","SALAMANCA","(1990.0, 1995.0]",0,"S",0.25,0.5,6.49
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","0","SEP","Selectividad","H","MAGUILLA","(1990.0, 1995.0]",1,"S",0.4444444444444444,0.2222222222222222,5.25
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","0","SEP","Selectividad","H","NAVALVILLAR DE PELA","(1990.0, 1995.0]",0,"N",0.3333333333333333,0.2222222222222222,5.58
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","1","SEP","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"S",0.1111111111111111,0.2222222222222222,5.77
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","0","SEP","Selectividad","H","BARRADO","(1990.0, 1995.0]",0,"N",0.2857142857142857,0.5714285714285714,6.82
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","1","JUN","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"S",0.3,0,5.47
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","0","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.3333333333333333,0.1111111111111111,5.23
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","0","JUN","Selectividad","H","PLASENCIA","(1985.0, 1990.0]",0,"N",0,1,8.89
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.3333333333333333,0.3333333333333333,5.95
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","0","JUN","Selectividad","H","PLASENCIA","(1985.0, 1990.0]",1,"N",0.5714285714285714,0.4285714285714285,5.86
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","1","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"S",0.3333333333333333,0.1111111111111111,5.14
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","1","SEP","Selectividad","H","SANTA AMALIA","(1985.0, 1990.0]",1,"N",0.4,0.6,5.65
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","1","SEP","Selectividad","D","MALPARTIDA DE PLASENCIA","(1985.0, 1990.0]",1,"N",0.5555555555555556,0.2222222222222222,8.73
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","1","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.25,0.125,5.92
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2009-10","1","SEP","Selectividad","D","MADRID","(1985.0, 1990.0]",1,"N",0,0.375,5.16
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2010-11","0","JUN","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",0,"N",0,0.8333333333333334,8.444
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2010-11","0","JUN","Selectividad","H","VILLANUEVA DE LA SERENA","(1990.0, 1995.0]",0,"S",0,0.375,8.106
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2010-11","0","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"S",0.125,0.5,6.092
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2010-11","0","JUN","Selectividad","H","BÉJAR","(1990.0, 1995.0]",1,"S",0.1428571428571428,0.4285714285714285,5.661
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2010-11","0","JUN","Selectividad","D","ESPARRAGOSA DE LARES","(1990.0, 1995.0]",0,"N",0.125,0.25,5.524
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2010-11","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.1666666666666666,0.8333333333333334,5.986
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2010-11","0","JUN","Selectividad","D","CAMPILLOS","(1990.0, 1995.0]",0,"S",0,0.375,7.136
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2010-11","1","JUN","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.4,0.4,7.68
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2010-11","1","SEP","Selectividad","H","BADAJOZ","(1985.0, 1990.0]",1,"S",0.3,0,5.4
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2011-12","0","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.1111111111111111,0.2222222222222222,5.558
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2011-12","1","JUN","Selectividad","H","GUAREÑA","(1990.0, 1995.0]",1,"S",0.1428571428571428,0.4285714285714285,7.246
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2011-12","1","JUN","Selectividad","H","TRUJILLO","(1990.0, 1995.0]",1,"N",0.3333333333333333,0.2222222222222222,5.622
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2011-12","1","JUN","Selectividad","D","MADRIGALEJO","(1990.0, 1995.0]",1,"S",0.25,0.25,7.172
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2011-12","1","SEP","Selectividad","H","MALPARTIDA DE CÁCERES","(1990.0, 1995.0]",1,"N",0.2222222222222222,0.1111111111111111,5.024
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2011-12","1","SEP","Selectividad","H","SANTA AMALIA","(1985.0, 1990.0]",1,"S",0.4444444444444444,0.1111111111111111,5.376
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2011-12","0","SEP","Selectividad","H","LOS GUADALPERALES","(1990.0, 1995.0]",1,"N",0.3333333333333333,0.2222222222222222,6.022
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2011-12","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.3333333333333333,0.1111111111111111,6.176
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","0","JUN","Selectividad","D","PLASENCIA","(1990.0, 1995.0]",0,"N",0.1666666666666666,0.8333333333333334,8.768
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","1","JUN","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"N",0,0.6,6.896
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","0","JUN","Selectividad","H","ORELLANA LA VIEJA","(1990.0, 1995.0]",0,"N",0.3333333333333333,0.2222222222222222,6.71
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","1","JUN","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"N",0.3333333333333333,0.2222222222222222,6.226
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","1","JUN","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"N",0.5555555555555556,0.1111111111111111,5.796
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.6,0.1,5.33
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","1","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.5,0,5.35
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.8,0,8.608
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","1","SEP","Selectividad","H","AZUAGA","(1985.0, 1990.0]",1,"N",0.5454545454545454,0.0909090909090909,5.23
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2013-14","0","JUN","Selectividad","D","MADRIGALEJO","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.4285714285714285,11.136
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2013-14","1","JUN","Selectividad","H","RONDA","(1990.0, 1995.0]",1,"N",0.3,0.1,5.04
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2013-14","0","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.625,0,5.82
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2013-14","1","SEP","Formación Profesional","H","CACABELOS","(1985.0, 1990.0]",1,"N",0,0,5.9
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2013-14","1","SEP","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"N",0.3,0,6.582
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2014-15","0","JUN","Selectividad","D","QUINTANA DE LA SERENA","(1995.0, 2000.0]",0,"N",0.25,0.375,8.074
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2014-15","1","JUN","Selectividad","H","MADRIGALEJO","(1990.0, 1995.0]",1,"N",0.5,0.1,6.606
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2014-15","1","JUN","Formación Profesional","D","CHIPIONA","(1985.0, 1990.0]",1,"N",1,0,5.6
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2014-15","0","SEP","Selectividad","H","VILLANUEVA DE LA SERENA","(1990.0, 1995.0]",1,"N",0.7,0.1,6.328
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2014-15","1","JUN","Selectividad","H","MONTEHERMOSO","(1990.0, 1995.0]",1,"S",0.7,0,7.118
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2014-15","0","SEP","Selectividad","H","ZALAMEA DE LA SERENA","(1990.0, 1995.0]",1,"N",0.2222222222222222,0.2222222222222222,7.054
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2015-16","1","JUN","Selectividad","H","ZARZA LA MAYOR","(1995.0, 2000.0]",1,"N",0.3333333333333333,0.1111111111111111,7.532
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2015-16","0","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"N",0,0.7142857142857143,7.676
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2015-16","1","JUN","Selectividad","H","LLERENA","(1990.0, 1995.0]",1,"N",0.9166666666666666,0,6.542
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2015-16","1","JUN","Selectividad","D","VILLAFRANCA DE LOS BARROS","(1995.0, 2000.0]",0,"S",0.5,0.25,7.26
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2015-16","1","JUN","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",1,"N",0.375,0.125,5.792
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2016-17","1","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"N",0.25,0.375,7.94
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"S",0.2222222222222222,0.2222222222222222,6.57
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","JUN","Selectividad","H","CORIA","(1990.0, 1995.0]",1,"S",0.5,0,5.96
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","JUN","Selectividad","D","ORELLANA LA VIEJA","(1990.0, 1995.0]",0,"S",0,0.3333333333333333,7.39
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.3333333333333333,0.1111111111111111,5.41
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.4,0.1,5.06
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","JUN","Selectividad","H","DON BENITO","(1990.0, 1995.0]",0,"S",0.25,0.375,6.53
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.4285714285714285,5.93
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","JUN","Formación Profesional","H","CARTAGENA","(1985.0, 1990.0]",1,"N",0.125,0.25,5.8
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.8,0,5.09
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","H","FREGENAL DE LA SIERRA","(1990.0, 1995.0]",1,"S",0.75,0.25,5.39
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"S",0.3333333333333333,0.2222222222222222,5.51
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.1111111111111111,5.47
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",1,"S",0.2,0.1,5.29
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"S",0.25,0.375,6.07
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.6,0,5.35
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","D","OLIVENZA","(1990.0, 1995.0]",1,"S",0.2,0,5.09
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","SEP","Selectividad","D","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"S",0.1428571428571428,0.5714285714285714,5.55
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","SEP","Selectividad","H","DONOSTIA-SAN SEBASTIÁN","(1990.0, 1995.0]",1,"S",0.25,0.375,5.14
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","H","TORREORGAZ","(1985.0, 1990.0]",1,"S",0.3,0,5.19
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","JUN","Selectividad","H","NAVALVILLAR DE PELA","(1985.0, 1990.0]",1,"N",0.6,0.1,5.22
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2008-09","1","JUN","Selectividad","D","CÁCERES","(1985.0, 1990.0]",1,"N",0.2222222222222222,0.2222222222222222,6.13
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","1","JUN","Selectividad","H","VILLANUEVA DE LA SERENA","(1990.0, 1995.0]",0,"N",0,0.8333333333333334,8.38
